evento_id,timestamp,sede,medico_id,tiempo_segundos,completada
797,2025-11-04T12:41:00,Quito,MED-QUI-05,10.19,1
798,2025-11-04T13:50:00,Quito,MED-QUI-06,7.25,1
799,2025-11-04T11:37:00,Quito,MED-QUI-11,13.46,1
800,2025-11-04T16:37:00,Quito,MED-QUI-09,7.04,1
801,2025-11-04T08:55:00,Quito,MED-QUI-09,6.3,1
802,2025-11-04T11:26:00,Quito,MED-QUI-04,14.58,1
803,2025-11-04T12:26:00,Quito,MED-QUI-03,13.32,0
804,2025-11-04T12:55:00,Quito,MED-QUI-11,6.55,1
805,2025-11-04T09:20:00,Quito,MED-QUI-03,6.4,1
806,2025-11-04T16:48:00,Quito,MED-QUI-02,6.39,1
807,2025-11-04T09:39:00,Quito,MED-QUI-08,5.05,1
808,2025-11-04T13:00:00,Quito,MED-QUI-04,7.14,1
809,2025-11-04T18:23:00,Quito,MED-QUI-09,9.51,1
810,2025-11-04T10:01:00,Quito,MED-QUI-12,8.28,1
811,2025-11-04T12:19:00,Guayaquil,MED-GUA-03,9.97,1
812,2025-11-04T08:52:00,Guayaquil,MED-GUA-05,7.57,1
813,2025-11-04T14:46:00,Guayaquil,MED-GUA-11,4.69,1
814,2025-11-04T09:21:00,Guayaquil,MED-GUA-08,6.27,0
815,2025-11-04T12:48:00,Guayaquil,MED-GUA-07,16.38,1
816,2025-11-04T07:14:00,Guayaquil,MED-GUA-01,7.2,1
817,2025-11-04T16:32:00,Guayaquil,MED-GUA-06,10.79,1
818,2025-11-04T18:41:00,Guayaquil,MED-GUA-09,6.88,1
819,2025-11-04T16:03:00,Guayaquil,MED-GUA-01,5.1,1
820,2025-11-04T17:06:00,Guayaquil,MED-GUA-07,6.33,1
821,2025-11-04T14:24:00,Guayaquil,MED-GUA-05,6.25,1
822,2025-11-04T14:44:00,Guayaquil,MED-GUA-05,7.82,1
823,2025-11-04T13:42:00,Guayaquil,MED-GUA-09,8.4,1
824,2025-11-04T11:39:00,Guayaquil,MED-GUA-02,9.19,1
825,2025-11-04T15:46:00,Guayaquil,MED-GUA-08,5.6,1
826,2025-11-04T10:38:00,Guayaquil,MED-GUA-04,10.16,1
827,2025-11-04T12:45:00,Guayaquil,MED-GUA-04,10.62,1
828,2025-11-04T18:59:00,Guayaquil,MED-GUA-04,6.98,1
829,2025-11-04T07:00:00,Guayaquil,MED-GUA-11,4.95,1
830,2025-11-04T14:09:00,Guayaquil,MED-GUA-09,3.62,1
831,2025-11-04T08:46:00,Guayaquil,MED-GUA-08,5.96,1
832,2025-11-04T11:16:00,Guayaquil,MED-GUA-01,6.4,1
833,2025-11-04T11:23:00,Guayaquil,MED-GUA-02,11.2,1
834,2025-11-04T07:00:00,Guayaquil,MED-GUA-11,5.27,1
835,2025-11-04T17:10:00,Guayaquil,MED-GUA-05,4.99,1
836,2025-11-04T18:05:00,Guayaquil,MED-GUA-06,9.3,1
837,2025-11-04T09:07:00,Guayaquil,MED-GUA-07,3.38,1
838,2025-11-04T18:54:00,Guayaquil,MED-GUA-07,8.74,1
839,2025-11-04T17:56:00,Guayaquil,MED-GUA-01,6.71,1
840,2025-11-04T09:06:00,Guayaquil,MED-GUA-10,5.8,1
841,2025-11-04T14:51:00,Guayaquil,MED-GUA-06,5.04,1
842,2025-11-04T16:01:00,Guayaquil,MED-GUA-12,5.82,1
843,2025-11-04T09:30:00,Guayaquil,MED-GUA-01,7.14,1
844,2025-11-04T08:16:00,Guayaquil,MED-GUA-01,6.15,1
845,2025-11-04T18:55:00,Guayaquil,MED-GUA-10,5.38,1
846,2025-11-04T10:42:00,Guayaquil,MED-GUA-10,9.89,1
847,2025-11-04T08:27:00,Guayaquil,MED-GUA-04,5.2,1
848,2025-11-04T14:22:00,Guayaquil,MED-GUA-09,5.39,1
849,2025-11-04T16:03:00,Guayaquil,MED-GUA-03,4.66,1
850,2025-11-04T15:54:00,Guayaquil,MED-GUA-08,4.78,1
851,2025-11-04T12:15:00,Guayaquil,MED-GUA-09,10.05,1
852,2025-11-04T17:24:00,Guayaquil,MED-GUA-04,7.56,1
853,2025-11-04T08:29:00,Guayaquil,MED-GUA-08,4.66,1
854,2025-11-04T14:20:00,Guayaquil,MED-GUA-08,7.17,1
855,2025-11-04T18:41:00,Guayaquil,MED-GUA-09,8.02,1
856,2025-11-04T07:52:00,Guayaquil,MED-GUA-10,6.67,1
857,2025-11-04T16:40:00,Guayaquil,MED-GUA-11,5.9,1
858,2025-11-04T14:21:00,Guayaquil,MED-GUA-01,8.18,1
859,2025-11-04T10:54:00,Guayaquil,MED-GUA-08,9.38,1
860,2025-11-04T18:42:00,Guayaquil,MED-GUA-11,5.42,1
861,2025-11-04T10:00:00,Guayaquil,MED-GUA-05,9.7,0
862,2025-11-04T15:33:00,Guayaquil,MED-GUA-02,8.87,1
863,2025-11-04T07:57:00,Guayaquil,MED-GUA-12,6.92,1
864,2025-11-04T13:06:00,Guayaquil,MED-GUA-04,7.21,1
865,2025-11-04T10:07:00,Guayaquil,MED-GUA-04,11.01,1
866,2025-11-04T18:21:00,Guayaquil,MED-GUA-11,7.71,1
867,2025-11-04T16:07:00,Guayaquil,MED-GUA-08,7.47,1
868,2025-11-04T14:42:00,Guayaquil,MED-GUA-01,5.0,0
869,2025-11-04T15:47:00,Guayaquil,MED-GUA-07,5.55,1
870,2025-11-04T16:30:00,Guayaquil,MED-GUA-12,8.82,1
871,2025-11-04T16:11:00,Guayaquil,MED-GUA-03,5.3,1
872,2025-11-04T08:24:00,Guayaquil,MED-GUA-07,5.38,1
873,2025-11-04T13:38:00,Guayaquil,MED-GUA-04,4.79,1
874,2025-11-04T11:25:00,Guayaquil,MED-GUA-03,13.17,1
875,2025-11-04T09:26:00,Guayaquil,MED-GUA-12,4.0,1
876,2025-11-04T15:55:00,Guayaquil,MED-GUA-12,4.62,1
877,2025-11-04T15:40:00,Guayaquil,MED-GUA-11,6.71,1
878,2025-11-04T12:58:00,Guayaquil,MED-GUA-03,8.86,1
879,2025-11-04T15:34:00,Guayaquil,MED-GUA-06,2.76,1
880,2025-11-04T18:07:00,Guayaquil,MED-GUA-11,6.63,1
881,2025-11-04T18:26:00,Guayaquil,MED-GUA-09,4.58,1
882,2025-11-04T11:56:00,Guayaquil,MED-GUA-01,9.09,1
883,2025-11-04T13:09:00,Guayaquil,MED-GUA-03,6.98,1
884,2025-11-04T11:43:00,Guayaquil,MED-GUA-05,10.65,1
885,2025-11-04T10:48:00,Guayaquil,MED-GUA-10,11.55,1
886,2025-11-04T17:47:00,Guayaquil,MED-GUA-04,6.14,1
887,2025-11-04T18:41:00,Guayaquil,MED-GUA-12,5.48,1
888,2025-11-04T11:44:00,Guayaquil,MED-GUA-11,7.75,1
889,2025-11-04T12:35:00,Guayaquil,MED-GUA-08,10.67,1
890,2025-11-04T10:58:00,Guayaquil,MED-GUA-10,9.22,1
891,2025-11-04T15:47:00,Guayaquil,MED-GUA-12,4.74,1
892,2025-11-04T10:18:00,Guayaquil,MED-GUA-03,8.23,1
893,2025-11-04T18:32:00,Guayaquil,MED-GUA-05,6.82,1
894,2025-11-04T09:10:00,Guayaquil,MED-GUA-05,6.79,1
895,2025-11-04T07:21:00,Guayaquil,MED-GUA-06,3.05,1
896,2025-11-04T16:03:00,Guayaquil,MED-GUA-11,7.24,1
897,2025-11-04T16:53:00,Guayaquil,MED-GUA-06,5.58,1
898,2025-11-04T08:50:00,Guayaquil,MED-GUA-09,5.02,1
899,2025-11-04T10:11:00,Guayaquil,MED-GUA-09,7.43,1
900,2025-11-04T15:25:00,Guayaquil,MED-GUA-06,7.39,1
901,2025-11-04T12:23:00,Guayaquil,MED-GUA-08,9.75,1
902,2025-11-04T15:52:00,Guayaquil,MED-GUA-11,10.04,1
903,2025-11-04T07:07:00,Guayaquil,MED-GUA-10,5.71,1
904,2025-11-04T16:15:00,Guayaquil,MED-GUA-11,5.08,1
905,2025-11-04T12:24:00,Guayaquil,MED-GUA-09,11.19,1
906,2025-11-04T18:18:00,Guayaquil,MED-GUA-09,8.29,1
907,2025-11-04T15:28:00,Guayaquil,MED-GUA-05,6.78,1
908,2025-11-04T17:12:00,Guayaquil,MED-GUA-09,6.23,1
909,2025-11-04T15:00:00,Guayaquil,MED-GUA-04,7.06,1
910,2025-11-04T17:40:00,Guayaquil,MED-GUA-02,6.94,1
911,2025-11-04T10:34:00,Guayaquil,MED-GUA-07,9.48,1
912,2025-11-04T17:52:00,Guayaquil,MED-GUA-12,3.79,1
913,2025-11-04T17:09:00,Guayaquil,MED-GUA-02,8.86,1
914,2025-11-04T07:11:00,Guayaquil,MED-GUA-09,6.85,1
915,2025-11-04T08:36:00,Guayaquil,MED-GUA-08,7.94,1
916,2025-11-04T17:25:00,Guayaquil,MED-GUA-01,3.53,1
917,2025-11-04T13:43:00,Guayaquil,MED-GUA-02,6.62,1
918,2025-11-04T18:37:00,Guayaquil,MED-GUA-02,6.61,1
919,2025-11-04T12:59:00,Guayaquil,MED-GUA-10,9.23,1
920,2025-11-04T08:18:00,Guayaquil,MED-GUA-11,6.65,1
921,2025-11-04T07:30:00,Guayaquil,MED-GUA-04,4.9,1
922,2025-11-04T09:47:00,Guayaquil,MED-GUA-11,4.42,1
923,2025-11-04T09:19:00,Guayaquil,MED-GUA-12,8.2,1
924,2025-11-04T17:23:00,Guayaquil,MED-GUA-03,6.72,1
925,2025-11-04T08:02:00,Guayaquil,MED-GUA-10,6.44,1
926,2025-11-04T13:34:00,Guayaquil,MED-GUA-12,5.9,1
927,2025-11-04T18:22:00,Guayaquil,MED-GUA-11,6.31,1
928,2025-11-04T15:09:00,Guayaquil,MED-GUA-04,7.06,1
929,2025-11-04T08:11:00,Guayaquil,MED-GUA-10,7.4,1
930,2025-11-04T07:54:00,Guayaquil,MED-GUA-11,6.53,1
931,2025-11-04T15:04:00,Guayaquil,MED-GUA-02,1.94,1
932,2025-11-04T11:06:00,Guayaquil,MED-GUA-06,13.64,1
933,2025-11-04T09:42:00,Guayaquil,MED-GUA-04,6.11,1
934,2025-11-04T12:31:00,Guayaquil,MED-GUA-10,7.29,1
935,2025-11-04T09:36:00,Guayaquil,MED-GUA-06,7.13,1
936,2025-11-04T13:10:00,Guayaquil,MED-GUA-12,7.63,1
937,2025-11-04T17:27:00,Guayaquil,MED-GUA-06,6.53,1
938,2025-11-04T09:43:00,Guayaquil,MED-GUA-06,6.17,1
939,2025-11-04T11:31:00,Guayaquil,MED-GUA-05,6.26,1
940,2025-11-04T09:57:00,Guayaquil,MED-GUA-05,6.2,1
941,2025-11-04T18:56:00,Guayaquil,MED-GUA-09,4.81,1
942,2025-11-04T17:01:00,Guayaquil,MED-GUA-10,4.77,1
943,2025-11-04T13:49:00,Guayaquil,MED-GUA-09,3.74,1
944,2025-11-04T15:30:00,Guayaquil,MED-GUA-03,4.75,1
945,2025-11-04T12:25:00,Guayaquil,MED-GUA-05,14.32,1
946,2025-11-04T09:29:00,Guayaquil,MED-GUA-01,5.85,1
947,2025-11-04T17:15:00,Guayaquil,MED-GUA-10,6.5,1
948,2025-11-04T17:10:00,Guayaquil,MED-GUA-10,6.54,1
949,2025-11-04T16:42:00,Guayaquil,MED-GUA-03,5.68,1
950,2025-11-04T18:46:00,Guayaquil,MED-GUA-08,5.09,1
951,2025-11-04T10:04:00,Guayaquil,MED-GUA-09,10.51,1
952,2025-11-04T12:24:00,Guayaquil,MED-GUA-11,9.43,1
953,2025-11-04T12:06:00,Guayaquil,MED-GUA-12,10.12,1
954,2025-11-04T11:37:00,Guayaquil,MED-GUA-06,7.57,1
955,2025-11-04T16:41:00,Guayaquil,MED-GUA-02,6.25,1
956,2025-11-04T15:16:00,Guayaquil,MED-GUA-06,4.17,1
957,2025-11-04T12:31:00,Guayaquil,MED-GUA-03,13.9,1
958,2025-11-04T14:10:00,Guayaquil,MED-GUA-09,3.48,1
959,2025-11-04T17:17:00,Guayaquil,MED-GUA-12,6.73,1
960,2025-11-04T08:42:00,Guayaquil,MED-GUA-06,7.44,1
961,2025-11-04T18:07:00,Guayaquil,MED-GUA-03,4.8,1
962,2025-11-04T17:53:00,Guayaquil,MED-GUA-04,6.7,1
963,2025-11-04T07:08:00,Guayaquil,MED-GUA-01,5.7,1
964,2025-11-04T16:09:00,Guayaquil,MED-GUA-05,6.1,1
965,2025-11-04T09:33:00,Guayaquil,MED-GUA-01,8.46,1
966,2025-11-04T18:46:00,Guayaquil,MED-GUA-05,5.97,1
967,2025-11-04T08:13:00,Guayaquil,MED-GUA-03,2.03,1
968,2025-11-04T10:53:00,Guayaquil,MED-GUA-03,11.04,1
969,2025-11-04T16:42:00,Guayaquil,MED-GUA-03,6.94,1
970,2025-11-04T18:43:00,Guayaquil,MED-GUA-04,5.59,1
971,2025-11-04T13:24:00,Guayaquil,MED-GUA-01,7.88,1
972,2025-11-04T10:33:00,Guayaquil,MED-GUA-03,9.8,1
973,2025-11-04T16:06:00,Guayaquil,MED-GUA-09,7.92,1
974,2025-11-04T15:48:00,Guayaquil,MED-GUA-08,9.4,1
975,2025-11-04T17:08:00,Guayaquil,MED-GUA-11,8.02,1
976,2025-11-04T17:27:00,Guayaquil,MED-GUA-06,5.42,1
977,2025-11-04T07:44:00,Guayaquil,MED-GUA-07,5.44,1
978,2025-11-04T12:37:00,Guayaquil,MED-GUA-10,11.77,1
979,2025-11-04T08:27:00,Guayaquil,MED-GUA-08,3.42,1
980,2025-11-04T10:58:00,Guayaquil,MED-GUA-07,10.01,1
981,2025-11-04T11:12:00,Guayaquil,MED-GUA-09,13.09,1
982,2025-11-04T08:33:00,Guayaquil,MED-GUA-06,8.68,1
983,2025-11-04T13:23:00,Guayaquil,MED-GUA-07,6.6,1
984,2025-11-04T17:37:00,Guayaquil,MED-GUA-06,6.43,1
985,2025-11-04T16:17:00,Guayaquil,MED-GUA-07,9.45,0
986,2025-11-04T10:26:00,Guayaquil,MED-GUA-09,7.86,1
987,2025-11-04T15:30:00,Guayaquil,MED-GUA-12,6.47,1
988,2025-11-04T13:47:00,Guayaquil,MED-GUA-11,7.78,1
989,2025-11-04T08:47:00,Guayaquil,MED-GUA-02,6.83,1
990,2025-11-04T10:32:00,Guayaquil,MED-GUA-12,11.63,1
991,2025-11-04T17:45:00,Cuenca,MED-CUE-07,7.3,1
992,2025-11-04T17:00:00,Cuenca,MED-CUE-10,7.44,1
993,2025-11-04T13:05:00,Cuenca,MED-CUE-04,3.87,1
994,2025-11-04T12:05:00,Cuenca,MED-CUE-07,6.6,1
995,2025-11-04T16:41:00,Cuenca,MED-CUE-03,4.16,1
996,2025-11-04T17:31:00,Cuenca,MED-CUE-04,6.19,1
997,2025-11-04T17:59:00,Cuenca,MED-CUE-10,6.91,1
998,2025-11-04T15:33:00,Cuenca,MED-CUE-10,5.34,1
999,2025-11-04T09:43:00,Cuenca,MED-CUE-03,7.58,1
1000,2025-11-04T08:17:00,Cuenca,MED-CUE-06,6.75,1
1001,2025-11-04T17:25:00,Cuenca,MED-CUE-12,5.67,1
1002,2025-11-04T08:58:00,Cuenca,MED-CUE-05,7.06,1
1003,2025-11-04T18:53:00,Cuenca,MED-CUE-05,4.65,1
1004,2025-11-04T10:38:00,Cuenca,MED-CUE-01,11.92,1
1005,2025-11-04T11:11:00,Cuenca,MED-CUE-05,9.33,1
1006,2025-11-04T12:07:00,Cuenca,MED-CUE-10,12.53,1
1007,2025-11-04T11:44:00,Cuenca,MED-CUE-04,5.13,1
1008,2025-11-04T12:49:00,Cuenca,MED-CUE-01,8.86,1
1009,2025-11-04T14:07:00,Cuenca,MED-CUE-07,6.93,1
1010,2025-11-04T17:50:00,Cuenca,MED-CUE-06,8.75,1
1011,2025-11-04T13:22:00,Cuenca,MED-CUE-01,6.42,1
1012,2025-11-04T18:53:00,Cuenca,MED-CUE-12,6.4,1
1013,2025-11-04T12:04:00,Cuenca,MED-CUE-04,10.55,1
1014,2025-11-04T16:17:00,Cuenca,MED-CUE-12,6.18,1
1015,2025-11-04T17:59:00,Cuenca,MED-CUE-12,7.99,1
1016,2025-11-04T10:55:00,Cuenca,MED-CUE-10,9.41,1
1017,2025-11-04T12:09:00,Cuenca,MED-CUE-11,11.76,1
1018,2025-11-04T14:39:00,Cuenca,MED-CUE-09,5.75,1
1019,2025-11-04T07:54:00,Cuenca,MED-CUE-10,4.42,1
1020,2025-11-04T11:31:00,Cuenca,MED-CUE-07,12.12,1
1021,2025-11-04T10:48:00,Cuenca,MED-CUE-08,12.24,1
1022,2025-11-04T15:02:00,Cuenca,MED-CUE-07,6.27,1
1023,2025-11-04T17:49:00,Cuenca,MED-CUE-08,8.37,1
1024,2025-11-04T12:44:00,Cuenca,MED-CUE-02,17.15,1
1025,2025-11-04T12:23:00,Cuenca,MED-CUE-04,9.44,1
1026,2025-11-04T11:30:00,Cuenca,MED-CUE-07,11.51,1
1027,2025-11-04T10:26:00,Cuenca,MED-CUE-05,9.56,1
1028,2025-11-04T14:11:00,Cuenca,MED-CUE-10,5.12,1
1029,2025-11-04T17:14:00,Cuenca,MED-CUE-09,7.44,1
1030,2025-11-04T13:54:00,Cuenca,MED-CUE-03,4.3,1
1031,2025-11-04T18:09:00,Cuenca,MED-CUE-03,6.29,1
1032,2025-11-04T17:33:00,Cuenca,MED-CUE-06,6.54,1
1033,2025-11-04T14:19:00,Cuenca,MED-CUE-02,6.48,1
1034,2025-11-04T18:10:00,Cuenca,MED-CUE-05,9.47,1
1035,2025-11-04T14:53:00,Cuenca,MED-CUE-06,5.38,1
1036,2025-11-04T12:35:00,Cuenca,MED-CUE-07,5.9,1
1037,2025-11-04T08:22:00,Cuenca,MED-CUE-10,5.53,1
1038,2025-11-04T10:36:00,Cuenca,MED-CUE-05,7.24,1
1039,2025-11-04T12:20:00,Cuenca,MED-CUE-02,7.65,1
1040,2025-11-04T13:39:00,Cuenca,MED-CUE-03,6.02,1
1041,2025-11-04T17:51:00,Cuenca,MED-CUE-07,8.56,1
1042,2025-11-04T17:39:00,Cuenca,MED-CUE-03,3.87,1
1043,2025-11-04T12:14:00,Cuenca,MED-CUE-10,8.1,1
1044,2025-11-04T17:25:00,Cuenca,MED-CUE-08,8.51,1
1045,2025-11-04T12:47:00,Cuenca,MED-CUE-03,4.48,1
1046,2025-11-04T07:08:00,Cuenca,MED-CUE-12,6.19,1
1047,2025-11-04T18:05:00,Cuenca,MED-CUE-07,4.31,1
1048,2025-11-04T08:06:00,Cuenca,MED-CUE-01,9.34,1
1049,2025-11-04T13:33:00,Cuenca,MED-CUE-02,7.7,1
1050,2025-11-04T08:16:00,Cuenca,MED-CUE-07,6.04,1
1051,2025-11-04T11:14:00,Cuenca,MED-CUE-03,10.1,1
1052,2025-11-04T15:53:00,Cuenca,MED-CUE-01,7.73,1
1053,2025-11-04T17:22:00,Cuenca,MED-CUE-09,7.35,1
1054,2025-11-04T11:35:00,Cuenca,MED-CUE-03,4.51,1
1055,2025-11-04T16:38:00,Cuenca,MED-CUE-12,7.85,1
1056,2025-11-04T17:56:00,Cuenca,MED-CUE-05,4.82,1
1057,2025-11-04T12:30:00,Cuenca,MED-CUE-06,6.28,1
1058,2025-11-04T13:16:00,Cuenca,MED-CUE-01,5.83,1
1059,2025-11-04T07:33:00,Cuenca,MED-CUE-08,7.66,1
1060,2025-11-04T15:00:00,Cuenca,MED-CUE-08,3.83,1
1061,2025-11-04T14:19:00,Cuenca,MED-CUE-04,8.09,1
1062,2025-11-04T07:35:00,Cuenca,MED-CUE-07,6.59,1
1063,2025-11-04T15:27:00,Cuenca,MED-CUE-07,5.79,1
1064,2025-11-04T13:14:00,Cuenca,MED-CUE-07,7.05,1
1065,2025-11-04T17:15:00,Cuenca,MED-CUE-12,3.82,1
1066,2025-11-04T17:17:00,Cuenca,MED-CUE-12,6.22,1
1067,2025-11-04T15:51:00,Cuenca,MED-CUE-03,6.39,1
1068,2025-11-04T11:07:00,Cuenca,MED-CUE-10,9.65,1
1069,2025-11-04T14:12:00,Cuenca,MED-CUE-03,4.92,1
1070,2025-11-04T07:34:00,Cuenca,MED-CUE-03,10.48,1
1071,2025-11-04T18:28:00,Cuenca,MED-CUE-04,7.06,1
1072,2025-11-04T08:09:00,Cuenca,MED-CUE-08,7.55,1
1073,2025-11-04T12:29:00,Cuenca,MED-CUE-03,10.43,1
1074,2025-11-04T07:17:00,Cuenca,MED-CUE-02,6.14,1
1075,2025-11-04T15:30:00,Cuenca,MED-CUE-07,7.83,1
1076,2025-11-04T07:07:00,Cuenca,MED-CUE-12,9.4,0
1077,2025-11-04T10:24:00,Cuenca,MED-CUE-01,8.57,1
1078,2025-11-04T10:29:00,Cuenca,MED-CUE-04,9.55,1
1079,2025-11-04T14:24:00,Cuenca,MED-CUE-11,5.96,1
1080,2025-11-04T18:02:00,Cuenca,MED-CUE-09,5.32,1
1081,2025-11-04T15:07:00,Ambato,MED-AMB-01,6.46,1
1082,2025-11-04T17:13:00,Ambato,MED-AMB-04,8.64,0
1083,2025-11-04T17:27:00,Ambato,MED-AMB-02,6.09,1
1084,2025-11-04T13:50:00,Ambato,MED-AMB-01,7.31,1
1085,2025-11-04T16:50:00,Ambato,MED-AMB-02,5.67,1
1086,2025-11-04T10:10:00,Ambato,MED-AMB-11,5.32,1
1087,2025-11-04T07:03:00,Ambato,MED-AMB-03,6.5,1
1088,2025-11-04T18:34:00,Ambato,MED-AMB-09,6.7,1
1089,2025-11-04T17:48:00,Ambato,MED-AMB-08,5.75,1
1090,2025-11-04T18:12:00,Ambato,MED-AMB-05,7.95,1
1091,2025-11-04T07:31:00,Ambato,MED-AMB-09,6.7,1
1092,2025-11-04T11:34:00,Ambato,MED-AMB-06,8.96,1
1093,2025-11-04T12:46:00,Ambato,MED-AMB-09,8.34,1
1094,2025-11-04T09:04:00,Ambato,MED-AMB-09,4.89,1
1095,2025-11-04T12:29:00,Ambato,MED-AMB-03,13.03,1
1096,2025-11-04T07:39:00,Ambato,MED-AMB-10,6.51,1
1097,2025-11-04T10:20:00,Ambato,MED-AMB-07,7.22,1
1098,2025-11-04T10:33:00,Ambato,MED-AMB-05,6.35,1
1099,2025-11-04T12:26:00,Ambato,MED-AMB-02,9.29,1
1100,2025-11-04T07:53:00,Ambato,MED-AMB-02,7.37,1
1101,2025-11-04T14:12:00,Ambato,MED-AMB-10,6.14,1
1102,2025-11-04T17:53:00,Ambato,MED-AMB-10,5.17,1
1103,2025-11-04T11:03:00,Ambato,MED-AMB-04,9.8,1
1104,2025-11-04T17:31:00,Ambato,MED-AMB-02,8.02,1
1105,2025-11-04T14:51:00,Ambato,MED-AMB-07,5.59,1
1106,2025-11-04T12:50:00,Ambato,MED-AMB-01,8.45,1
1107,2025-11-04T18:04:00,Ambato,MED-AMB-02,3.8,1
1108,2025-11-04T10:33:00,Ambato,MED-AMB-04,14.32,1
1109,2025-11-04T10:33:00,Ambato,MED-AMB-09,7.26,1
1110,2025-11-04T18:35:00,Ambato,MED-AMB-06,5.89,1
1111,2025-11-04T17:29:00,Ambato,MED-AMB-07,6.86,1
1112,2025-11-04T08:10:00,Ambato,MED-AMB-11,7.0,1
1113,2025-11-04T09:34:00,Ambato,MED-AMB-08,4.67,0
1114,2025-11-04T12:57:00,Ambato,MED-AMB-06,14.32,1
1115,2025-11-04T13:48:00,Ambato,MED-AMB-04,4.62,1
1116,2025-11-04T16:34:00,Ambato,MED-AMB-09,4.42,1
1117,2025-11-04T18:16:00,Ambato,MED-AMB-01,5.45,1
1118,2025-11-04T18:02:00,Ambato,MED-AMB-10,7.77,0
1119,2025-11-04T07:33:00,Ambato,MED-AMB-04,8.58,1
1120,2025-11-04T10:54:00,Ambato,MED-AMB-05,11.5,1
1121,2025-11-04T15:32:00,Ambato,MED-AMB-10,8.87,1
1122,2025-11-04T09:06:00,Ambato,MED-AMB-06,7.87,1
1123,2025-11-04T16:15:00,Ambato,MED-AMB-05,6.83,1
1124,2025-11-04T08:36:00,Ambato,MED-AMB-12,3.79,1
1125,2025-11-04T12:50:00,Ambato,MED-AMB-12,10.17,1
1126,2025-11-04T16:52:00,Ambato,MED-AMB-10,6.69,1
1127,2025-11-04T17:19:00,Ambato,MED-AMB-01,9.15,1
1128,2025-11-04T12:22:00,Ambato,MED-AMB-02,12.69,1
1129,2025-11-04T10:47:00,Ambato,MED-AMB-11,7.84,1
1130,2025-11-04T13:03:00,Ambato,MED-AMB-01,4.83,1
1131,2025-11-04T12:34:00,Ambato,MED-AMB-03,8.57,1
1132,2025-11-04T07:43:00,Ambato,MED-AMB-10,6.33,1
1133,2025-11-04T16:32:00,Ambato,MED-AMB-07,5.01,1
1134,2025-11-04T11:50:00,Ambato,MED-AMB-10,10.53,1
1135,2025-11-04T18:03:00,Ambato,MED-AMB-07,5.38,1
1136,2025-11-04T18:08:00,Ambato,MED-AMB-08,6.15,1
1137,2025-11-04T15:12:00,Ambato,MED-AMB-10,4.33,1
1138,2025-11-04T18:33:00,Ambato,MED-AMB-02,6.67,1
1139,2025-11-04T11:49:00,Ambato,MED-AMB-02,9.73,1
1140,2025-11-04T17:26:00,Ambato,MED-AMB-10,5.27,1
1141,2025-11-04T17:01:00,Ambato,MED-AMB-03,7.14,1
1142,2025-11-04T12:39:00,Ambato,MED-AMB-08,8.43,1
1143,2025-11-04T07:59:00,Ambato,MED-AMB-12,6.92,1
1144,2025-11-04T08:07:00,Ambato,MED-AMB-04,5.59,1
1145,2025-11-04T16:59:00,Ambato,MED-AMB-06,8.2,1
1146,2025-11-04T18:51:00,Ambato,MED-AMB-08,8.77,1
1147,2025-11-04T14:01:00,Ambato,MED-AMB-09,5.29,1
1148,2025-11-04T15:48:00,Ambato,MED-AMB-08,8.64,1
1149,2025-11-04T16:46:00,Ambato,MED-AMB-07,8.81,1
1150,2025-11-04T16:57:00,Ambato,MED-AMB-01,6.39,1
1151,2025-11-04T11:10:00,Ambato,MED-AMB-05,11.93,1
1152,2025-11-04T07:29:00,Ambato,MED-AMB-05,6.39,1
1153,2025-11-04T17:54:00,Ambato,MED-AMB-06,6.34,1
1154,2025-11-04T08:01:00,Ambato,MED-AMB-07,5.68,1
1155,2025-11-04T15:45:00,Ambato,MED-AMB-06,9.5,1
1156,2025-11-04T14:55:00,Ambato,MED-AMB-08,5.97,1
1157,2025-11-04T15:59:00,Ambato,MED-AMB-01,6.13,1
1158,2025-11-04T10:59:00,Ambato,MED-AMB-03,8.84,1
1159,2025-11-04T07:22:00,Ambato,MED-AMB-09,5.94,1
1160,2025-11-04T11:51:00,Ambato,MED-AMB-01,10.64,1
1161,2025-11-04T15:17:00,Ambato,MED-AMB-06,6.94,1
1162,2025-11-04T13:42:00,Ambato,MED-AMB-11,8.08,1
1163,2025-11-04T16:55:00,Ambato,MED-AMB-04,8.34,1
1164,2025-11-04T13:15:00,Ambato,MED-AMB-10,5.08,1
1165,2025-11-04T12:28:00,Ambato,MED-AMB-09,8.49,1
1166,2025-11-04T17:51:00,Ambato,MED-AMB-03,6.23,1
1167,2025-11-04T11:44:00,Ambato,MED-AMB-03,7.65,1
1168,2025-11-04T17:59:00,Ambato,MED-AMB-09,5.69,1
1169,2025-11-04T18:07:00,Ambato,MED-AMB-03,6.15,1
1170,2025-11-04T18:01:00,Ambato,MED-AMB-07,6.8,1
1171,2025-11-04T11:28:00,Manta,MED-MAN-12,7.32,1
1172,2025-11-04T11:09:00,Manta,MED-MAN-10,7.89,1
1173,2025-11-04T16:17:00,Manta,MED-MAN-10,5.8,1
1174,2025-11-04T10:38:00,Manta,MED-MAN-12,13.79,1
1175,2025-11-04T14:08:00,Manta,MED-MAN-06,4.46,1
1176,2025-11-04T09:54:00,Manta,MED-MAN-08,6.47,1
1177,2025-11-04T09:10:00,Manta,MED-MAN-01,6.63,1
